"ID","date","days","height","height_raw"
"ID_169",2016-05-13,248,150,150
"ID_17",2015-12-18,101,20,20
"ID_17",2016-01-20,134,58,58
"ID_17",2016-02-17,162,134,134
"ID_17",2016-03-16,190,154,154
"ID_17",2016-05-13,248,187,187
"ID_170",2015-12-18,101,24,24
"ID_170",2016-01-20,134,46,46
"ID_170",2016-02-17,162,106,106
"ID_170",2016-03-16,190,137,137
"ID_170",2016-05-13,248,166,166
"ID_171",2015-12-18,101,18,18
"ID_171",2016-01-20,134,39,39
"ID_171",2016-02-17,162,129,129
"ID_171",2016-03-16,190,144,144
"ID_171",2016-05-13,248,164,164
"ID_172",2015-12-18,101,20,20
"ID_172",2016-01-20,134,41,41
"ID_172",2016-02-17,162,110,110
"ID_172",2016-03-16,190,145,145
"ID_172",2016-05-13,248,153,153
"ID_174",2015-12-18,101,16,16
"ID_174",2016-01-20,134,36,36
"ID_174",2016-02-17,162,119,119
"ID_174",2016-03-16,190,138,138
"ID_174",2016-05-13,248,157,157
"ID_175",2015-12-18,101,9,9
"ID_175",2016-01-20,134,46,46
"ID_175",2016-02-17,162,120,120
"ID_175",2016-03-16,190,125,125
"ID_175",2016-05-13,248,157,157
"ID_176",2015-12-18,101,9,9
"ID_176",2016-01-20,134,44,44
"ID_176",2016-02-17,162,133,133
"ID_176",2016-03-16,190,138,130
"ID_176",2016-05-13,248,149,149
"ID_177",2015-12-18,101,17,17
"ID_177",2016-01-20,134,28,28
"ID_177",2016-02-17,162,60,60
"ID_177",2016-03-16,190,128,128
"ID_177",2016-05-13,248,154,154
"ID_18",2015-12-18,101,15,15
"ID_18",2016-01-20,134,32,32
"ID_18",2016-02-17,162,78,78
"ID_18",2016-03-16,190,149,149
"ID_18",2016-05-13,248,180,180
"ID_180",2015-12-18,101,11,11
"ID_180",2016-01-20,134,28,28
"ID_180",2016-02-17,162,50,50
"ID_180",2016-03-16,190,123,123
"ID_180",2016-05-13,248,125,125
"ID_181",2015-12-18,101,13,13
"ID_181",2016-01-20,134,60,60
"ID_181",2016-02-17,162,74,35
"ID_181",2016-03-16,190,89,89
"ID_181",2016-05-13,248,125,125
"ID_186",2015-12-18,101,14,14
"ID_186",2016-01-20,134,42,42
"ID_186",2016-02-17,162,109,109
"ID_186",2016-03-16,190,126,126
"ID_186",2016-05-13,248,144,144
"ID_189",2015-12-18,101,19,19
"ID_189",2016-01-20,134,46,46
"ID_189",2016-02-17,162,127,127
"ID_189",2016-03-16,190,158,158
"ID_189",2016-05-13,248,171,171
"ID_19",2015-12-18,101,10,10
"ID_19",2016-01-20,134,29,29
"ID_19",2016-02-17,162,132,132
"ID_19",2016-03-16,190,139,125
"ID_19",2016-05-13,248,153,153
"ID_191",2015-12-18,101,32,32
"ID_191",2016-01-20,134,94,27
"ID_191",2016-02-17,162,146,146
"ID_191",2016-03-16,190,194,194
"ID_191",2016-05-13,248,213,213
"ID_192",2015-12-18,101,20,20
"ID_192",2016-01-20,134,29,19
"ID_192",2016-02-17,162,37,37
"ID_192",2016-03-16,190,40,40
"ID_192",2016-05-13,248,73,73
"ID_197",2015-12-18,101,13,13
"ID_197",2016-01-20,134,42,42
"ID_197",2016-02-17,162,104,104
"ID_197",2016-03-16,190,118,118
"ID_197",2016-05-13,248,153,153
"ID_198",2015-12-18,101,11,11
"ID_198",2016-01-20,134,49,49
"ID_198",2016-02-17,162,54,54
"ID_198",2016-03-16,190,126,126
"ID_198",2016-05-13,248,135,135
"ID_199",2015-12-18,101,16,16
"ID_199",2016-01-20,134,47,47
"ID_199",2016-02-17,162,135,135
"ID_199",2016-03-16,190,150,150
"ID_199",2016-05-13,248,175,175
"ID_2",2015-12-18,101,21,21
"ID_2",2016-01-20,134,36,36
"ID_2",2016-02-17,162,136,136
"ID_2",2016-03-16,190,168,168
"ID_2",2016-05-13,248,212,212
"ID_20",2015-12-18,101,13,13
"ID_20",2016-01-20,134,41,41
"ID_20",2016-02-17,162,43,43
"ID_20",2016-03-16,190,176,176
"ID_20",2016-05-13,248,176,160
"ID_201",2015-12-18,101,14,14
"ID_201",2016-01-20,134,64,64
"ID_201",2016-02-17,162,105,105
"ID_201",2016-03-16,190,139,139
"ID_201",2016-05-13,248,175,175
"ID_202",2015-12-18,101,18,18
"ID_202",2016-01-20,134,45,45
"ID_202",2016-02-17,162,105,105
"ID_202",2016-03-16,190,112,102
"ID_202",2016-05-13,248,128,128
"ID_207",2015-12-18,101,13,13
"ID_207",2016-01-20,134,45,45
"ID_207",2016-02-17,162,50,50
"ID_207",2016-03-16,190,107,107
"ID_207",2016-05-13,248,130,130
"ID_208",2015-12-18,101,11,11
"ID_208",2016-01-20,134,40,40
"ID_208",2016-02-17,162,62,62
"ID_208",2016-03-16,190,123,123
"ID_208",2016-05-13,248,177,177
"ID_21",2015-12-18,101,15,15
"ID_21",2016-01-20,134,63,63
"ID_21",2016-02-17,162,135,135
"ID_21",2016-03-16,190,170,170
"ID_21",2016-05-13,248,170,170
"ID_212",2015-12-18,101,14,14
"ID_212",2016-01-20,134,52,52
"ID_212",2016-02-17,162,130,130
"ID_212",2016-03-16,190,172,172
"ID_212",2016-05-13,248,172,158
"ID_214",2015-12-18,101,15,15
"ID_214",2016-01-20,134,39,39
"ID_214",2016-02-17,162,107,107
"ID_214",2016-03-16,190,141,141
"ID_214",2016-05-13,248,170,170
"ID_217",2015-12-18,101,13,13
"ID_217",2016-01-20,134,30,30
"ID_217",2016-02-17,162,67,67
"ID_217",2016-03-16,190,96,96
"ID_217",2016-05-13,248,120,120
"ID_223",2015-12-18,101,15,15
"ID_223",2016-01-20,134,52,52
"ID_223",2016-02-17,162,101,43
"ID_223",2016-03-16,190,150,150
"ID_223",2016-05-13,248,150,145
"ID_224",2015-12-18,101,17,17
"ID_224",2016-01-20,134,29,29
"ID_224",2016-02-17,162,36,36
"ID_224",2016-03-16,190,105,105
"ID_224",2016-05-13,248,125,125
"ID_227",2015-12-18,101,13,13
"ID_227",2016-01-20,134,45,45
"ID_227",2016-02-17,162,76,76
"ID_227",2016-03-16,190,125,125
"ID_227",2016-05-13,248,129,129
"ID_23",2015-12-18,101,13,13
"ID_23",2016-01-20,134,32,32
"ID_23",2016-02-17,162,48,48
"ID_23",2016-03-16,190,155,155
"ID_23",2016-05-13,248,158,158
"ID_231",2015-12-18,101,14,14
"ID_231",2016-01-20,134,39,39
"ID_231",2016-02-17,162,130,130
"ID_231",2016-03-16,190,133,133
"ID_231",2016-05-13,248,140,140
"ID_234",2015-12-18,101,11,11
"ID_234",2016-01-20,134,28,28
"ID_234",2016-02-17,162,41,41
"ID_234",2016-03-16,190,137,137
"ID_234",2016-05-13,248,137,119
"ID_24",2015-12-18,101,13,13
"ID_24",2016-01-20,134,42,42
"ID_24",2016-02-17,162,133,133
"ID_24",2016-03-16,190,144,144
"ID_24",2016-05-13,248,177,177
"ID_25",2015-12-18,101,16,16
"ID_25",2016-01-20,134,34,34
"ID_25",2016-02-17,162,120,120
"ID_25",2016-03-16,190,142,142
"ID_25",2016-05-13,248,153,153
"ID_26",2015-12-18,101,13,13
"ID_26",2016-01-20,134,34,34
"ID_26",2016-02-17,162,125,125
"ID_26",2016-03-16,190,165,165
"ID_26",2016-05-13,248,191,191
"ID_27",2015-12-18,101,15,15
"ID_27",2016-01-20,134,41,41
"ID_27",2016-02-17,162,129,129
"ID_27",2016-03-16,190,166,166
"ID_27",2016-05-13,248,177,177
"ID_28",2015-12-18,101,9,9
"ID_28",2016-01-20,134,38,38
"ID_28",2016-02-17,162,74,74
"ID_28",2016-03-16,190,150,150
"ID_28",2016-05-13,248,213,213
"ID_29",2015-12-18,101,15,15
"ID_29",2016-01-20,134,43,43
"ID_29",2016-02-17,162,108,108
"ID_29",2016-03-16,190,167,167
"ID_29",2016-05-13,248,190,190
"ID_3",2015-12-18,101,11,11
"ID_3",2016-01-20,134,38,38
"ID_3",2016-02-17,162,116,116
"ID_3",2016-03-16,190,162,162
"ID_3",2016-05-13,248,162,149
"ID_30",2015-12-18,101,12,12
"ID_30",2016-01-20,134,33,33
"ID_30",2016-02-17,162,138,138
"ID_30",2016-03-16,190,147,147
"ID_30",2016-05-13,248,160,160
"ID_32",2015-12-18,101,14,14
"ID_32",2016-01-20,134,40,40
"ID_32",2016-02-17,162,124,124
"ID_32",2016-03-16,190,145,145
"ID_32",2016-05-13,248,182,182
"ID_34",2015-12-18,101,10,10
"ID_34",2016-01-20,134,51,51
"ID_34",2016-02-17,162,99,99
"ID_34",2016-03-16,190,150,150
"ID_34",2016-05-13,248,172,172
"ID_35",2015-12-18,101,12,12
"ID_35",2016-01-20,134,40,40
"ID_35",2016-02-17,162,82,82
"ID_35",2016-03-16,190,158,158
"ID_35",2016-05-13,248,165,165
"ID_36",2015-12-18,101,14,14
"ID_36",2016-01-20,134,52,52
"ID_36",2016-02-17,162,126,126
"ID_36",2016-03-16,190,167,167
"ID_36",2016-05-13,248,185,185
"ID_37",2015-12-18,101,18,18
"ID_37",2016-01-20,134,41,41
"ID_37",2016-02-17,162,103,103
"ID_37",2016-03-16,190,160,160
"ID_37",2016-05-13,248,184,184
"ID_38",2015-12-18,101,24,24
"ID_38",2016-01-20,134,44,44
"ID_38",2016-02-17,162,129,129
"ID_38",2016-03-16,190,155,155
"ID_38",2016-05-13,248,167,167
"ID_39",2015-12-18,101,29,29
"ID_39",2016-01-20,134,43,43
"ID_39",2016-02-17,162,50,50
"ID_39",2016-03-16,190,167,167
"ID_39",2016-05-13,248,167,147
"ID_4",2015-12-18,101,19,19
"ID_4",2016-01-20,134,92,92
"ID_4",2016-02-17,162,120,28
"ID_4",2016-03-16,190,148,148
"ID_4",2016-05-13,248,182,182
"ID_40",2015-12-18,101,16,16
"ID_40",2016-01-20,134,36,36
"ID_40",2016-02-17,162,74,74
"ID_40",2016-03-16,190,140,140
"ID_40",2016-05-13,248,174,174
"ID_41",2015-12-18,101,17,17
"ID_41",2016-01-20,134,39,39
"ID_41",2016-02-17,162,115,115
"ID_41",2016-03-16,190,152,152
"ID_41",2016-05-13,248,164,164
"ID_42",2015-12-18,101,17,17
"ID_42",2016-01-20,134,42,42
"ID_42",2016-02-17,162,123,123
"ID_42",2016-03-16,190,166,166
"ID_42",2016-05-13,248,203,203
"ID_45",2015-12-18,101,29,29
"ID_45",2016-01-20,134,47,47
"ID_45",2016-02-17,162,117,117
"ID_45",2016-03-16,190,141,141
"ID_45",2016-05-13,248,215,215
"ID_47",2015-12-18,101,15,15
"ID_47",2016-01-20,134,35,35
"ID_47",2016-02-17,162,51,51
"ID_47",2016-03-16,190,105,105
"ID_47",2016-05-13,248,162,162
"ID_48",2015-12-18,101,19,19
"ID_48",2016-01-20,134,38,38
"ID_48",2016-02-17,162,74,74
"ID_48",2016-03-16,190,150,150
"ID_48",2016-05-13,248,179,179
"ID_49",2015-12-18,101,18,18
"ID_49",2016-01-20,134,38,38
"ID_49",2016-02-17,162,77,77
"ID_49",2016-03-16,190,152,152
"ID_49",2016-05-13,248,188,188
"ID_50",2015-12-18,101,13,13
"ID_50",2016-01-20,134,34,34
"ID_50",2016-02-17,162,86,86
"ID_50",2016-03-16,190,150,150
"ID_50",2016-05-13,248,171,171
"ID_51",2015-12-18,101,29,29
"ID_51",2016-01-20,134,66,66
"ID_51",2016-02-17,162,135,135
"ID_51",2016-03-16,190,169,169
"ID_51",2016-05-13,248,172,172
"ID_52",2015-12-18,101,28,28
"ID_52",2016-01-20,134,120,120
"ID_52",2016-02-17,162,140,140
"ID_52",2016-03-16,190,175,175
"ID_52",2016-05-13,248,175,161
"ID_53",2015-12-18,101,30,30
"ID_53",2016-01-20,134,37,37
"ID_53",2016-02-17,162,75,75
"ID_53",2016-03-16,190,130,130
"ID_53",2016-05-13,248,179,179
"ID_55",2015-12-18,101,17,17
"ID_55",2016-01-20,134,60,60
"ID_55",2016-02-17,162,93,93
"ID_55",2016-03-16,190,122,122
"ID_55",2016-05-13,248,122,113
"ID_56",2015-12-18,101,19,19
"ID_56",2016-01-20,134,48,48
"ID_56",2016-02-17,162,101,101
"ID_56",2016-03-16,190,121,121
"ID_56",2016-05-13,248,172,172
"ID_57",2015-12-18,101,22,22
"ID_57",2016-01-20,134,46,46
"ID_57",2016-02-17,162,89,89
"ID_57",2016-03-16,190,141,141
"ID_57",2016-05-13,248,200,200
"ID_58",2015-12-18,101,17,17
"ID_58",2016-01-20,134,35,35
"ID_58",2016-02-17,162,35,35
"ID_58",2016-03-16,190,107,107
"ID_58",2016-05-13,248,162,162
"ID_59",2015-12-18,101,21,21
"ID_59",2016-01-20,134,51,51
"ID_59",2016-02-17,162,136,136
"ID_59",2016-03-16,190,173,173
"ID_59",2016-05-13,248,181,181
"ID_6",2015-12-18,101,15,15
"ID_6",2016-01-20,134,32,32
"ID_6",2016-02-17,162,72,72
"ID_6",2016-03-16,190,180,180
"ID_6",2016-05-13,248,229,229
"ID_60",2015-12-18,101,15,15
"ID_60",2016-01-20,134,42,42
"ID_60",2016-02-17,162,70,70
"ID_60",2016-03-16,190,146,146
"ID_60",2016-05-13,248,157,157
"ID_61",2015-12-18,101,12,12
"ID_61",2016-01-20,134,34,34
"ID_61",2016-02-17,162,67,67
"ID_61",2016-03-16,190,148,148
"ID_61",2016-05-13,248,171,171
"ID_62",2015-12-18,101,16,16
"ID_62",2016-01-20,134,28,28
"ID_62",2016-02-17,162,37,37
"ID_62",2016-03-16,190,90,90
"ID_62",2016-05-13,248,204,204
"ID_63",2015-12-18,101,16,16
"ID_63",2016-01-20,134,37,37
"ID_63",2016-02-17,162,62,62
"ID_63",2016-03-16,190,126,126
"ID_63",2016-05-13,248,164,164
"ID_64",2015-12-18,101,15,15
"ID_64",2016-01-20,134,38,38
"ID_64",2016-02-17,162,80,80
"ID_64",2016-03-16,190,162,162
"ID_64",2016-05-13,248,182,182
"ID_65",2015-12-18,101,17,17
"ID_65",2016-01-20,134,44,44
"ID_65",2016-02-17,162,131,131
"ID_65",2016-03-16,190,171,171
"ID_65",2016-05-13,248,203,203
"ID_67",2015-12-18,101,17,17
"ID_67",2016-01-20,134,45,45
"ID_67",2016-02-17,162,125,125
"ID_67",2016-03-16,190,149,149
"ID_67",2016-05-13,248,182,182
"ID_68",2015-12-18,101,14,14
"ID_68",2016-01-20,134,50,50
"ID_68",2016-02-17,162,100,100
"ID_68",2016-03-16,190,134,134
"ID_68",2016-05-13,248,157,157
"ID_69",2015-12-18,101,9,9
"ID_69",2016-01-20,134,46,46
"ID_69",2016-02-17,162,72,72
"ID_69",2016-03-16,190,82,82
"ID_69",2016-05-13,248,127,127
"ID_7",2015-12-18,101,20,20
"ID_7",2016-01-20,134,40,40
"ID_7",2016-02-17,162,55,55
"ID_7",2016-03-16,190,147,147
"ID_7",2016-05-13,248,172,172
"ID_72",2015-12-18,101,9,9
"ID_72",2016-01-20,134,45,45
"ID_72",2016-02-17,162,118,118
"ID_72",2016-03-16,190,118,99
"ID_72",2016-05-13,248,100,100
"ID_73",2015-12-18,101,15,15
"ID_73",2016-01-20,134,45,45
"ID_73",2016-02-17,162,97,97
"ID_73",2016-03-16,190,152,152
"ID_73",2016-05-13,248,185,185
"ID_74",2015-12-18,101,14,14
"ID_74",2016-01-20,134,38,38
"ID_74",2016-02-17,162,110,110
"ID_74",2016-03-16,190,143,143
"ID_74",2016-05-13,248,169,169
"ID_75",2015-12-18,101,8,8
"ID_75",2016-01-20,134,25,25
"ID_75",2016-02-17,162,78,78
"ID_75",2016-03-16,190,99,99
"ID_75",2016-05-13,248,121,121
"ID_76",2015-12-18,101,12,12
"ID_76",2016-01-20,134,53,53
"ID_76",2016-02-17,162,117,117
"ID_76",2016-03-16,190,137,137
"ID_76",2016-05-13,248,137,131
"ID_77",2015-12-18,101,15,15
"ID_77",2016-01-20,134,29,29
"ID_77",2016-02-17,162,101,101
"ID_77",2016-03-16,190,134,134
"ID_77",2016-05-13,248,134,108
"ID_78",2015-12-18,101,16,16
"ID_78",2016-01-20,134,38,38
"ID_78",2016-02-17,162,99,99
"ID_78",2016-03-16,190,150,150
"ID_78",2016-05-13,248,174,174
"ID_79",2015-12-18,101,16,16
"ID_79",2016-01-20,134,42,42
"ID_79",2016-02-17,162,132,132
"ID_79",2016-03-16,190,190,190
"ID_79",2016-05-13,248,216,216
